"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"show world",0,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0
"show yeah",0,1,1,1,0,1,0,2,2,1,0,0,0,0,0,1,0,0
"shower",0,1,22,4,3,0,2,0,0,0,2,0,5,0,2,1,1,0
"showin",0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,2,0
"shown",0,2,0,4,4,5,1,1,1,2,1,2,2,2,0,0,3,2
"shrimp",0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,1
"shut",27,50,34,12,6,35,21,16,17,17,15,21,17,25,16,14,16,11
"shut butter",0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,2,0,0
"shut cartman",7,4,2,0,0,6,0,0,0,0,2,0,0,1,1,0,0,0
"shut dude",3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"shut fuck",0,1,0,0,0,1,0,0,0,1,3,1,2,2,1,1,1,0
"shut guy",3,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0
"shut hell",1,3,3,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0
"shut kyle",1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0
"shut mouth",1,0,2,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0
"shut oh",2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
"shut shut",0,0,1,0,1,1,0,0,0,2,1,2,1,1,0,1,0,0
"sick",16,32,13,27,20,13,8,9,15,8,9,9,14,9,13,10,5,7
"sick dude",3,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"sick tire",1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3,2,0
"sick well",1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0
"siddown",0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0
"side",4,17,6,38,11,10,17,9,6,10,8,20,2,9,8,8,19,7
"side dont",0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
"sight",2,1,4,2,4,0,1,1,3,1,1,3,0,3,1,0,0,0
"sign",1,13,9,8,8,4,10,6,19,4,10,3,10,7,11,16,7,5
"sign right",0,1,0,0,2,0,0,0,1,0,0,0,0,0,3,3,1,0
"signal",1,1,0,1,1,1,1,0,0,0,2,2,1,2,0,1,2,1
"signatur",0,0,0,1,2,0,1,0,3,0,1,0,0,0,0,1,0,0
"silenc",1,0,0,1,3,1,1,0,0,2,0,1,2,0,0,0,0,0
"silent",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"silli",4,8,6,10,9,4,6,2,0,0,0,3,0,4,3,3,0,0
"silver",1,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
"similar",0,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"simpl",4,7,3,12,8,11,10,4,11,8,7,4,5,10,6,4,5,10
"simpli",3,4,2,1,4,3,1,4,2,5,6,4,8,3,6,2,7,2
"simul",0,1,2,0,0,0,0,0,1,0,1,2,0,0,2,0,0,2
"sin",2,1,6,23,0,1,1,2,2,1,2,0,1,0,0,3,2,1
"sinc",15,17,7,21,20,15,7,13,9,10,6,6,10,14,12,8,7,2
"sinc first",1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"sinc got",0,0,0,1,2,1,0,0,0,3,0,1,1,1,0,0,0,0
"sinc last",0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"sing",20,20,24,24,6,11,2,2,17,2,2,28,5,2,7,4,5,3
"sing danc",1,1,1,2,0,0,0,2,0,0,0,13,0,0,3,0,0,0
"sing song",4,1,4,1,1,3,0,0,3,0,0,2,0,0,1,0,2,0
"singer",3,3,2,6,0,2,1,0,1,0,0,1,0,1,0,1,0,5
"singin",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
"singl",0,1,1,2,1,1,2,3,2,5,4,2,0,2,5,0,1,0
"sink",0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0
"sir",5,20,15,22,36,16,23,31,28,19,42,53,34,21,43,47,46,30
"sir can",1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
"sir dont",0,0,0,1,0,0,0,2,2,3,3,2,1,0,0,1,0,1
"sir im",0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2
"sir just",0,0,0,1,0,1,1,2,0,1,0,1,1,1,1,3,1,0
"sir mr",0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,1,0
"sir oh",0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0
"sir right",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"sir sir",0,1,0,0,0,0,0,0,5,1,0,4,2,1,2,1,1,0
"sir think",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2
"sir uh",0,0,0,0,1,0,1,2,0,0,3,1,0,1,0,0,1,0
"sir weve",0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,4
"sir yes",1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,0
"sissi",3,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0
"sister",12,5,10,17,5,5,3,2,0,2,1,1,11,4,7,2,0,2
"sit",20,20,17,20,11,12,19,9,10,11,3,8,21,9,13,21,4,18
"sit around",0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2
"sit back",1,0,1,1,2,0,1,0,0,1,0,2,2,1,0,0,0,0
"sit boy",0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"sit right",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"sit toilet",0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2,0,0
"sit watch",1,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0
"site",0,0,0,1,1,1,0,0,0,3,4,0,0,1,5,0,1,0
"sittin",0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,2,1,2
"situat",1,11,1,1,0,5,1,0,1,2,0,2,4,2,2,1,1,3
"six",1,6,3,19,15,12,13,8,3,5,7,2,4,8,4,15,5,2
"six day",0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1
"six dollar",0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0
"six hour",0,3,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"six thousand",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,4,0,0
"six time",0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0
"sixteen",0,1,0,0,9,2,2,2,2,1,0,0,0,1,0,3,0,0
"sixth",0,0,1,0,0,8,0,5,0,0,1,1,1,1,1,0,1,2
"sixti",1,0,0,0,0,1,7,0,4,0,3,1,1,1,0,0,0,0
"size",1,1,2,6,3,3,4,0,2,2,2,1,0,1,13,2,0,0
"skank",0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,2,4,0
"skateboard",0,0,0,1,0,0,2,0,1,0,4,0,0,0,0,1,0,0
"sketch",0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0
"ski",1,0,0,1,1,26,0,0,0,0,0,0,0,0,0,0,0,1
"skill",0,0,5,2,1,2,1,0,2,1,0,1,0,0,0,0,0,2
"skin",2,2,3,3,3,8,3,1,16,0,0,0,1,3,0,2,3,0
"skinni",0,2,1,2,0,5,2,0,0,0,0,0,0,1,0,2,1,0
"skip",0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,3,1,0
"skull",0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,2,0
"sky",3,3,4,4,1,1,1,3,2,0,0,0,2,2,3,2,2,1
"slap",1,0,1,2,0,0,0,0,1,1,0,28,2,0,0,1,0,0
"slap face",1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"slaughter",1,2,0,0,1,3,0,2,0,1,0,0,4,1,0,0,0,2
"slave",0,1,15,1,0,18,12,9,8,0,0,1,0,2,10,0,0,0
"sleep",7,23,10,10,4,10,10,9,0,6,5,7,0,12,3,1,6,2
"sleep now",1,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0
"sleepi",0,0,0,0,0,2,0,1,0,0,1,1,1,3,0,0,0,0
"sleigh",4,3,2,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0
"slept",0,1,0,1,1,2,0,0,1,0,1,0,6,1,0,0,0,2
"slide",4,0,2,1,0,2,0,2,0,0,0,0,4,1,1,3,0,0
"slim",0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,1,0
"slimi",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
"slip",1,0,0,1,0,1,1,1,0,2,3,1,0,0,0,0,2,0
"slow",0,0,1,2,0,7,0,1,0,2,1,1,3,1,3,3,2,2
"slowli",1,2,2,5,0,0,2,0,0,5,0,0,3,3,0,0,1,0
"slumber",0,3,0,0,0,0,0,3,8,0,0,1,1,0,1,0,0,1
"slumber parti",0,3,0,0,0,0,0,3,8,0,0,0,0,0,1,0,0,1
"slut",3,0,2,0,3,24,0,3,0,1,0,0,7,2,1,0,3,0
"smack",2,3,2,5,0,0,0,1,0,0,0,1,0,0,0,7,0,0
"small",6,11,14,5,7,9,4,8,5,28,3,3,2,8,6,1,5,5
"small town",1,2,0,1,1,0,2,0,0,2,2,0,0,3,0,0,1,1
"smaller",2,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,1
"smart",9,0,2,7,7,11,12,13,7,3,0,1,2,6,0,1,2,2
"smart enough",0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
"smartass",0,3,0,5,3,5,1,0,0,0,0,1,1,0,0,0,0,0
"smarter",2,1,0,2,2,3,0,0,0,0,1,0,0,0,0,1,0,0
"smartest",1,0,0,3,0,1,1,0,1,3,0,0,1,0,0,1,0,0
"smash",1,2,1,3,0,1,0,0,0,2,0,0,1,4,1,2,0,0
"smell",10,14,7,5,5,15,2,3,3,6,3,1,3,4,2,2,2,3
"smell like",8,5,4,1,0,4,1,1,1,0,2,1,1,2,0,0,0,1
"smelli",1,11,2,1,1,2,1,1,0,0,0,0,2,0,1,0,0,0
"smile",0,0,2,6,15,3,1,6,1,1,3,0,0,2,5,2,3,3
"smith",14,0,7,1,4,0,26,0,0,0,0,0,0,4,0,0,7,0
"smoke",5,9,7,4,0,6,56,0,1,2,0,3,1,6,1,1,5,0
"snake",1,32,6,0,0,0,0,0,0,2,0,0,0,2,1,0,0,10
"snap",2,7,2,2,0,0,3,0,1,0,2,0,1,1,1,0,0,0
"sneak",2,4,2,10,4,0,4,4,4,5,1,6,1,1,2,0,1,2
"sneaki",0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,2,1,2
"sneez",0,2,0,1,0,0,0,0,1,0,3,2,1,0,0,0,0,0
"snow",6,12,16,3,4,0,1,4,0,0,0,0,0,0,1,0,1,3
"snuck",0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1
"soap",0,0,6,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1
"sober",2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
"social",0,1,5,0,0,0,0,0,0,4,2,0,1,1,4,2,4,1
"societi",0,4,4,1,0,11,4,5,2,0,6,4,3,1,2,5,3,3
"sock",3,1,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0
"soda",0,0,0,1,1,0,1,0,0,0,0,2,0,0,2,1,1,0
"sodom",0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0
"soft",0,1,0,6,0,1,1,0,1,2,3,1,1,0,3,1,6,0
"sold",0,2,1,1,2,0,4,0,1,1,4,2,3,4,0,4,0,2
"soldier",1,6,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"sole",1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"solid",0,0,1,0,0,0,0,0,1,0,3,2,1,0,1,0,2,0
"solo",0,0,2,3,0,0,0,0,1,0,1,0,0,4,0,1,0,0
"solut",0,1,7,1,0,2,2,2,1,5,0,0,0,1,0,1,0,1
"solv",0,4,4,1,0,3,5,0,0,4,6,0,1,1,2,0,1,0
"somebodi",13,28,24,18,7,14,9,15,26,22,28,13,28,19,22,36,7,10
"somebodi can",0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,0,0
"somebodi els",1,1,2,1,0,2,2,1,0,2,2,0,3,0,1,0,1,0
"somebodi get",1,2,1,1,0,2,0,0,0,2,0,0,1,0,3,3,0,0
"somebodi go",0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0
"somebodi help",0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,2
"somebodi just",1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"somebodi whos",1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0
"someday",3,4,8,3,4,3,2,3,1,2,1,3,4,1,0,2,0,1
"somehow",2,3,2,0,3,4,0,0,1,3,9,3,3,5,7,3,4,6
"someon",5,14,9,14,17,20,9,4,5,4,7,10,9,10,8,12,11,21
"someon can",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2
"someon els",0,0,1,1,3,2,1,1,1,0,0,0,1,2,1,1,1,0
"someon just",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"someon like",0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,1
"someth",53,47,69,54,56,59,54,36,48,36,54,55,60,46,42,60,36,57
"someth bad",0,1,0,0,2,0,1,0,3,0,0,0,1,1,1,0,0,0
"someth big",0,0,1,0,0,0,0,0,1,0,2,0,0,2,1,0,0,1
"someth can",0,0,0,0,0,0,1,0,0,3,1,1,1,1,3,2,3,0
"someth cant",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"someth didnt",0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0
"someth dont",0,0,0,1,1,1,3,0,0,0,1,0,0,1,3,1,0,1
"someth els",0,1,1,3,3,4,2,0,2,1,2,4,2,2,1,2,2,1
"someth funni",1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"someth go",0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
"someth guy",0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"someth happen",2,0,0,0,1,0,1,0,0,0,1,0,0,3,1,1,1,0
"someth just",2,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,2
"someth know",0,1,0,1,1,0,0,1,1,2,2,0,0,2,1,0,0,0
"someth kyle",1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
"someth like",1,1,2,1,0,2,0,1,1,2,0,1,3,0,0,2,0,0
"someth littl",1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"someth might",0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
"someth much",0,0,0,1,1,2,1,0,1,0,1,1,0,0,0,1,0,2
"someth must",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"someth need",0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,2,1
"someth new",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
"someth now",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2
"someth oh",1,1,0,2,2,1,0,2,1,0,0,1,1,2,1,1,0,1
"someth realli",1,0,2,0,0,2,1,0,0,1,3,2,3,1,0,2,1,0
"someth tell",0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"someth today",6,1,9,4,4,2,1,0,0,0,0,2,0,1,1,0,0,0
"someth uh",1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"someth well",1,1,2,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0
"someth wrong",1,1,0,1,1,0,0,1,3,1,1,0,1,5,1,2,5,2
"someth yeah",1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0
"somethin",3,8,11,10,6,3,6,4,2,8,6,4,10,7,3,7,8,4
"somethin els",0,0,0,2,1,0,0,0,0,1,0,0,2,0,1,0,0,0
"sometim",9,14,15,24,9,18,15,6,19,1,5,5,11,16,13,16,5,2
"sometim like",1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"sometim peopl",0,0,0,0,3,1,0,0,1,0,0,0,1,0,2,1,0,0
"somewhat",0,2,0,4,1,1,0,0,0,0,2,0,0,0,0,0,1,1
"somewher",3,5,7,4,2,17,7,8,0,6,7,8,3,6,2,13,9,3
"somewher els",0,1,0,0,0,3,1,2,0,0,1,2,0,2,0,4,2,0
"son",47,67,69,46,49,55,33,45,58,35,32,19,31,23,34,24,8,18
"son bitch",9,23,22,11,4,3,3,6,4,8,6,3,3,2,4,3,0,6
"son bitch hey",1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"son dont",0,0,0,2,2,0,0,1,2,0,0,1,0,0,1,1,0,0
"son gonna",0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"son im",0,0,1,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0
"son just",0,1,2,1,2,1,0,0,0,4,1,0,0,1,0,0,0,0
"son know",0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"son love",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"son much",0,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"son now",2,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0
"son oh",1,1,1,0,3,0,0,0,1,0,0,1,1,1,1,0,0,0
"son will",0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"song",22,32,39,16,5,35,30,4,3,10,17,6,2,2,9,6,6,6
"sonofabitch",0,0,0,1,6,4,0,1,3,3,0,1,0,0,1,1,0,0
"soo",0,0,3,2,1,0,1,1,0,6,1,0,1,2,0,1,0,0
"soon",6,19,21,18,16,19,14,4,9,12,5,15,6,18,9,6,10,4
"soon get",0,0,0,1,1,1,1,0,0,0,0,2,1,0,0,1,0,0
"soon im",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
"soon will",1,0,2,1,0,0,2,0,0,1,0,0,0,2,0,0,3,1
"soon yeah",0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
"sooner",1,2,0,2,0,2,1,0,0,0,1,2,2,0,0,3,0,1
"sooner later",1,1,0,1,0,1,0,0,0,0,1,2,2,0,0,1,0,0
"sooo",1,4,6,3,5,3,9,1,5,3,6,4,3,5,2,3,7,8
"sooo cool",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
"sore",1,1,0,1,2,9,2,4,1,0,0,2,0,0,0,5,2,0
"sorri",41,70,37,42,44,39,43,39,37,41,44,44,38,74,53,71,55,31
"sorri boy",0,0,1,1,2,2,1,3,2,2,1,0,1,2,1,0,1,0
"sorri can",2,0,0,1,0,0,0,1,0,0,2,1,2,0,2,0,0,0
"sorri cant",0,0,0,0,3,0,1,0,0,0,1,1,0,0,1,1,1,1
"sorri children",3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"sorri couldnt",0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0
"sorri didnt",0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,1,1
"sorri dont",0,1,0,2,0,0,0,0,1,1,3,1,0,1,1,1,2,2
"sorri dude",2,1,1,0,0,0,0,1,1,1,0,0,0,2,1,2,0,0
"sorri eric",0,0,0,1,0,0,0,2,0,1,0,2,2,0,0,0,0,1
"sorri guy",0,1,0,0,0,1,1,0,0,1,1,0,3,0,1,3,1,2
"sorri im",0,4,3,3,2,2,1,1,0,2,5,3,5,2,3,1,6,2
"sorri im sorri",0,2,1,0,1,2,0,0,0,0,1,1,2,0,1,0,1,0
"sorri just",0,1,0,1,0,1,2,1,1,1,2,4,1,5,0,3,0,0
"sorri kid",1,2,0,0,1,1,0,5,1,1,0,0,0,2,1,1,1,0
"sorri kyle",0,0,0,0,2,0,2,0,1,0,1,0,0,2,2,1,1,0
"sorri littl",2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0
"sorri mom",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"sorri mr",1,2,0,2,2,2,1,1,0,5,2,0,0,0,0,1,1,0
"sorri ms",0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0
"sorri oh",0,2,0,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0
"sorri okay",2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
"sorri right",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1
"sorri say",0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"sorri sir",0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,1,0
"sorri son",1,3,3,0,1,0,0,0,3,0,2,0,0,0,0,1,0,0
"sorri sorri",1,1,2,1,1,0,2,0,0,0,0,1,1,9,1,3,3,1
"sorri stan",0,2,0,0,0,1,0,1,0,2,0,0,0,1,1,1,1,0
"sorri thought",0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0
"sorri uh",1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,2,1,0
"sorri well",0,3,2,0,1,1,1,0,0,2,1,0,0,0,0,1,0,1
"sorri wendi",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"sort",1,0,2,7,6,3,2,1,4,1,1,2,0,0,6,5,3,2
"soul",1,3,2,9,0,16,5,12,29,1,3,4,3,1,1,0,0,3
"sound",7,16,23,15,16,19,8,12,7,13,2,14,5,15,42,12,10,17
"sound good",1,1,0,4,2,5,0,0,0,0,0,1,2,0,0,0,0,0
"sound great",0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
"sound like",1,10,5,1,3,9,0,3,2,4,1,8,1,5,33,3,6,5
"sound littl",0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
"sound pretti",2,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1
"sourc",0,1,1,0,2,3,3,3,0,0,0,1,0,6,1,1,3,1
"south",63,79,62,51,32,25,41,42,39,23,12,11,21,27,13,11,11,9
"south park",63,78,41,49,32,23,38,41,38,23,12,9,21,27,11,11,11,9
"south park colorado",2,3,2,1,2,3,5,1,1,0,0,0,1,1,0,0,0,0
"south park cow",8,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"south park elementari",4,0,7,3,1,0,0,5,2,2,1,0,6,0,4,2,0,0
"south park just",1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"south park now",1,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,1,0
"south park polic",0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,2
"south park will",1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"south park yeah",1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"southern",0,10,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0
"space",3,1,6,4,2,3,7,0,13,1,2,8,30,0,9,0,0,5
"spaghetti",0,1,4,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0
"spare",0,1,0,1,1,1,1,0,0,0,14,0,0,0,1,0,0,0
"spark",3,0,1,1,0,2,0,0,0,1,1,3,1,0,1,0,1,3
"sparkl",0,0,0,0,0,0,0,0,0,1,10,4,2,1,0,2,0,0
"speak",5,8,13,7,5,13,6,12,5,15,7,3,10,3,14,5,7,3
"speaker",1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,6,0
"spear",0,0,0,0,0,1,3,3,0,0,0,23,5,0,0,0,0,0
"speci",0,1,6,0,3,0,3,0,0,0,0,0,6,2,0,8,2,0
"special",18,22,24,8,13,20,7,34,12,13,11,16,9,5,17,8,6,24
"special guest",0,1,4,0,1,0,1,0,0,2,0,1,0,1,1,0,1,0
"special report",1,2,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0
"special time",1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"specif",2,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,2
"speech",1,5,2,3,2,0,3,1,7,17,2,0,0,3,1,0,0,2
"speed",1,3,1,7,6,3,0,1,0,0,0,1,5,1,0,1,0,0
"spell",2,2,13,0,0,4,0,2,0,5,0,0,0,5,0,1,1,5
"spend",5,4,9,8,4,8,5,3,8,3,1,4,17,5,3,3,3,12
"spend money",0,0,0,1,1,0,1,0,3,0,0,0,0,0,1,1,0,2
"spend time",3,2,1,4,1,1,0,1,1,1,0,0,2,1,0,0,1,0
"spent",1,6,3,4,5,1,7,2,5,2,4,1,1,2,1,5,1,4
"spent night",0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"spi",0,0,3,0,4,0,0,0,2,1,4,0,0,3,0,0,2,13
"spider",0,0,6,1,1,7,1,0,0,0,0,1,0,1,0,0,0,2
"spill",3,0,1,0,1,0,2,0,1,0,0,0,0,19,2,0,0,0
"spin",0,0,19,0,2,1,0,1,0,1,1,0,0,0,0,0,0,5
"spirit",7,3,9,17,3,13,7,8,4,2,0,4,2,0,2,7,0,0
"spiritu",1,0,3,2,2,0,1,3,1,0,0,1,0,0,0,0,0,1
"spit",2,4,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0
"splash",0,1,0,2,1,0,0,0,4,0,0,0,0,0,0,2,0,0
"split",1,6,2,4,0,3,4,2,2,1,2,0,1,1,1,0,1,1
"spoil",0,1,0,1,2,0,0,18,0,4,1,0,0,0,2,0,0,0
"spoke",0,0,1,0,2,0,6,0,1,0,1,0,1,0,0,1,0,1
"spoken",0,0,2,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0
"sponsor",5,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"spooki",0,4,6,0,1,0,1,1,0,1,0,3,2,0,0,3,1,2
"sport",15,1,1,0,2,2,0,3,3,0,1,2,4,4,12,16,1,4
"spose",1,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0
"spot",1,6,3,5,2,2,0,0,0,1,2,5,2,3,1,2,1,0
"spray",1,0,0,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0
"spread",8,2,10,2,5,2,4,1,3,3,4,3,3,3,1,2,2,1
"spread word",1,0,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"spring",0,0,0,1,2,2,2,0,2,0,0,2,2,2,3,4,0,0
"squad",1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
"squar",3,3,1,6,3,5,9,0,0,1,1,1,1,0,3,0,1,0
"squeez",0,1,4,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"squirrel",0,0,2,2,0,1,0,4,0,2,6,6,7,0,0,0,0,0
"sshh",2,6,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"sshhhh",1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"stab",0,2,0,4,0,0,0,2,0,0,1,0,1,2,0,0,1,4
"stabl",0,2,0,1,1,0,0,2,0,0,0,0,1,0,0,3,0,0
"stadium",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2
"stage",4,6,1,9,3,1,5,0,6,0,1,2,1,5,3,3,1,4
"stage set",0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"stair",0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,1
"stake",0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,2,0
"stale",0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
