"Character" "Season" "Episode"
"And Alphonse Mephesto for his seven-assed Galapagos turtle.And the Nobel Prize goes to: [opens the envelope] Randy Marsh, for the theory of spontaneous fart things. [the audience applauds wildly]
" "03" "02"
" Stan Marsh
" "03" "03"
" Kyle Broflovski
" "03" "03"
" Kenny McCormick
" "03" "03"
" Eric Cartman
" "03" "03"
" Mr. Garrison 
" "03" "03"
" Mr. Hat
" "03" "03"
" Liane Cartman
" "03" "03"
" Priest Maxi
" "03" "03"
" Mr. Derp
" "03" "03"
" Thomas McElroy 
" "03" "03"
" Nellie McElroy
" "03" "03"
" Veronica
" "03" "03"
" Dr. Lott
" "03" "03"
" Steingburg & Burgstein Accountants
" "03" "03"
" Stan Marsh
" "03" "04"
" Kyle Broflovski
" "03" "04"
" Kenny McCormick
" "03" "04"
" Eric Cartman
" "03" "04"
" Mr. Mackey
" "03" "04"
" Randy Marsh
" "03" "04"
" Gerald Broflovski
" "03" "04"
" Liane Cartman
" "03" "04"
" Jimbo Kern
" "03" "04"
" Ned Gerblansky
" "03" "04"
" French people
" "03" "04"
" Mayor McDaniels
" "03" "04"
" Dr. Mephesto
" "03" "04"
" Jakov 
" "03" "04"
" Hope (Junjun)
" "03" "04"
" Agents from the Department of Interior
" "03" "04"
" Chef
" "03" "04"
" Stan Marsh
" "03" "05"
" Kyle Broflovski
" "03" "05"
" Kenny McCormick
" "03" "05"
" Eric Cartman
" "03" "05"
" Craig Tucker
" "03" "05"
" Tweek Tweak
" "03" "05"
" Wendy Testaburger
" "03" "05"
" Bebe Stevens
" "03" "05"
" Annie Knitts
" "03" "05"
" Clyde Donovan
" "03" "05"
" Token Black
" "03" "05"
" Richard Tweak
" "03" "05"
" Mrs. Tweak
" "03" "05"
" Thomas Tucker
" "03" "05"
" Laura Tucker
" "03" "05"
" Richard Adler
" "03" "05"
" Mr. Adler's Fiancée
" "03" "05"
" Pearl
" "03" "05"
" Mr. Adler's Grandma
" "03" "05"
" Mr. Adler's Uncle Corey
" "03" "05"
" Stan Marsh
" "03" "06"
" Kyle Broflovski
" "03" "06"
" Kenny McCormick
" "03" "06"
" Eric Cartman
" "03" "06"
" Mr. Garrison 
" "03" "06"
" Mr. Hat
" "03" "06"
" Mr. Mackey
" "03" "06"
" Principal Victoria
" "03" "06"
" Chef
" "03" "06"
" Gerald Broflovski
" "03" "06"
" Judge Julie
" "03" "06"
" Tom Morris, aka Petey, the Sexual Harassment Panda
" "03" "06"
" Kevin McCarty
" "03" "06"
" Mr. Evans and the South Park School Board
" "03" "06"
" Bartender
" "03" "06"
" Skeeter and Bar Patrons
" "03" "06"
" Collector
" "03" "06"
" The Company Rep
" "03" "06"
" Misfit Mascots
" "03" "06"
" Eric Cartman
" "03" "07"
" Liane Cartman
" "03" "07"
" Mr. Mackey
" "03" "07"
" Shelly Marsh
" "03" "07"
" Skyler
" "03" "07"
" Mr. Kitty
" "03" "07"
" \"Artemus\" Clyde Frog
" "03" "07"
" \"Salma Hayek\" Polly Prissy Pants
" "03" "07"
" \"Arliss Loveless\" Rumpertumskin
" "03" "07"
" Mark
" "03" "07"
" Jonesy
" "03" "07"
" Stan Marsh
" "03" "08"
" Kyle Broflovski
" "03" "08"
" Pip Pirrup
" "03" "08"
" Butters Stotch
" "03" "08"
" Dougie
" "03" "08"
" Mr. Mackey
" "03" "08"
" Juanita
" "03" "08"
" Randy Marsh 
" "03" "08"
" Sharon Marsh
" "03" "08"
" Gerald Broflovski
" "03" "08"
" Sheila Broflovski
" "03" "08"
" Mr. Garrison
" "03" "08"
" ATF agents and Commander Danny Ganz
" "03" "08"
" Officer Barbrady
" "03" "08"
" Derek Smalls
" "03" "08"
" Jimbo Kern
" "03" "08"
" Ned Gerblansky 
" "03" "08"
" Cameron
" "03" "08"
" Kyle Broflovski
" "03" "09"
" Kenny McCormick
" "03" "09"
" Gerald Broflovski
" "03" "09"
" Sheila Broflovski
" "03" "09"
" Ike Broflovski
" "03" "09"
" Moses
" "03" "09"
" Haman
" "03" "09"
" Elder Carn
" "03" "09"
" Elder Harris
" "03" "09"
" Elder Garth
" "03" "09"
" Elder Schwartz
" "03" "09"
" Shlomo 
" "03" "09"
" The Jew Scouts and Inductees
" "03" "09"
" The Squirts
" "03" "09"
" Ranger
" "03" "09"
" A Momma Bear and her Cub
" "03" "09"
" Stan Marsh
" "03" "10"
" Kyle Broflovski
" "03" "10"
" Kenny McCormick
" "03" "10"
" Eric Cartman
" "03" "10"
" KoRn
" "03" "10"
" Nibblet
" "03" "10"
" Pirate Ghosts
" "03" "10"
" Three Fifth Graders
" "03" "10"
" A Dog
" "03" "10"
" Liane Cartman
" "03" "10"
" Gerald Broflovski
" "03" "10"
" Sheila Broflovski
" "03" "10"
" Randy Marsh
" "03" "10"
" Sharon Marsh
" "03" "10"
" The Corpse of Cleo Broflovski
" "03" "10"
" Priest Maxi
" "03" "10"
" Chef
" "03" "10"
" Mr. Garrison 
" "03" "10"
" Mr. Hat
" "03" "10"
" KOZY DJ
" "03" "10"
" Jimbo Kern 
" "03" "10"
" Ned Gerblansky
" "03" "10"
" Dr. Spookalot
" "03" "10"
" The Mt. Peaceful Watchmen
" "03" "10"
" Wendy Testaburger 
" "03" "10"
" Stan Marsh
" "03" "11"
" Kyle Broflovski
" "03" "11"
" Kenny McCormick
" "03" "11"
" Eric Cartman
" "03" "11"
" Randy Marsh
" "03" "11"
" Sharon Marsh
" "03" "11"
" Gerald Broflovski
" "03" "11"
" Sheila Broflovski
" "03" "11"
" Ike Broflovski
" "03" "11"
" Liane Cartman
" "03" "11"
" Mayor McDaniels
" "03" "11"
" Priest Maxi
" "03" "11"
" Mr. Garrison
" "03" "11"
" Mr. Hat
" "03" "11"
" President Hirohito
" "03" "11"
" Mr. Ose
" "03" "11"
" Wendy Testaburger
" "03" "11"
" Red Harris
" "03" "11"
" Announcer and Singer for Commercials
" "03" "11"
" \"Ash\"
" "03" "11"
" \"Eight\"
" "03" "11"
" President Bill Clinton
" "03" "11"
" Japanese Woman
" "03" "11"
" Mr. Kitty
" "03" "11"
" Stan Marsh
" "03" "12"
" Kyle Broflovski
" "03" "12"
" Kenny McCormick
" "03" "12"
" Eric Cartman
" "03" "12"
" Gerald Broflovski
" "03" "12"
" Randy Marsh
" "03" "12"
" Jimbo Kern 
" "03" "12"
" Ned Gerblansky
" "03" "12"
" Liane Cartman
" "03" "12"
" Fonics Monkey
" "03" "12"
" Hooked On Monkey Fonics Female Voice
" "03" "12"
" Mayor McDaniels
" "03" "12"
" Principal Victoria
" "03" "12"
" Mr. Garrison 
" "03" "12"
" Mr. Hat
" "03" "12"
" Craig Tucker
" "03" "12"
" Butters Stotch
" "03" "12"
" Pip Pirrup
" "03" "12"
" Token Black
" "03" "12"
" Mark Cotswolds 
" "03" "12"
" Rebecca Cotswolds
" "03" "12"
" Mr. Cotswolds
" "03" "12"
" Mrs. Cotswolds
" "03" "12"
" Ronnie James Dio and Band
" "03" "12"
" Stan Marsh
" "03" "13"
" Kyle Broflovski
" "03" "13"
" Kenny McCormick
" "03" "13"
" Eric Cartman
" "03" "13"
" The Marklar
" "03" "13"
" Sally Struthers
" "03" "13"
" Starvin' Marvin
" "03" "13"
" CIA Agents Connelly and Bill Sphinx
" "03" "13"
" FBI Agent
" "03" "13"
" Sister Hollis
" "03" "13"
" Pat Robertson
" "03" "13"
" Susan
" "03" "13"
" Ethiopians
" "03" "13"
" Australians
" "03" "13"
" Mr. Garrison
" "03" "13"
" Feed The Children Foundation Receptionist
" "03" "13"
" Singer
" "03" "13"
" Stan Marsh/President Jefferson Davis
" "03" "14"
" Eric Cartman/General Robert E. Lee
" "03" "14"
" Kyle Broflovski/President Abraham Lincoln
" "03" "14"
" Kenny McCormick
" "03" "14"
" Jimbo Kern
" "03" "14"
" Ned Gerblansky
" "03" "14"
" Randy Marsh
" "03" "14"
" Grandpa Marvin Marsh
" "03" "14"
" Gerald Broflovski
" "03" "14"
" Stuart McCormick
" "03" "14"
" Mr. Garrison 
" "03" "14"
" Reenactors 
" "03" "14"
" Announcer
" "03" "14"
" Fort Sumter tour guide
" "03" "14"
" Bartender
" "03" "14"
" Butters Stotch
" "03" "14"
" Ralph, the mailman
" "03" "14"
" Mrs. Hollis
" "03" "14"
" Topeka Traffic Officer
" "03" "14"
" News Reporter
" "03" "14"
" Chattanooga citizens
" "03" "14"
" Sgt. Larsen
" "03" "14"
" Dawkins
" "03" "14"
" Suzette, the S'more Schnapps girl
" "03" "14"
" Citizens of South Carolina
" "03" "14"
" President Bill Clinton
" "03" "14"
" Vice President Al Gore
" "03" "14"
" Adviser
" "03" "14"
" Aide
" "03" "14"
" Mr. Hankey the Christmas Poo
" "03" "15"
" Stan Marsh
" "03" "15"
" Kyle Broflovski
" "03" "15"
" Kenny McCormick
" "03" "15"
" Eric Cartman
" "03" "15"
" Angels
" "03" "15"
" Bradley Biggle
" "03" "15"
" Mr. Garrison
" "03" "15"
" Mr. Hat
" "03" "15"
" Mailman
" "03" "15"
" Satan
" "03" "15"
" Adolf Hitler
" "03" "15"
" Demons
" "03" "15"
" Bailey
" "03" "15"
" John F. Kennedy
" "03" "15"
" John F. Kennedy Jr.
" "03" "15"
" Jesus Christ
" "03" "15"
" Santa Claus
" "03" "15"
" Various Kids
" "03" "15"
" Mr. Mackey
" "03" "15"
" Shelly Marsh
" "03" "15"
" News Anchor
" "03" "15"
" Man on Porto Potty
" "03" "15"
" Sheila Broflovski
" "03" "15"
" Gerald Broflovski
" "03" "15"
" Ike Broflovski
" "03" "15"
" Stan Marsh
" "03" "16"
" Kyle Broflovski
" "03" "16"
" Kenny McCormick
" "03" "16"
" Eric Cartman
" "03" "16"
" Jesus Christ 
" "03" "16"
" God
" "03" "16"
" Mr. Garrison
" "03" "16"
" Randy Marsh
" "03" "16"
" Sharon Marsh
" "03" "16"
" Stuart McCormick
" "03" "16"
" Mrs. McCormick
" "03" "16"
" Gerald Broflovski
" "03" "16"
" Miss Aliton
" "03" "16"
" Craig Netzel, field reporter
" "03" "16"
" Tom, news anchor
" "03" "16"
" Jerome \"Chef\" McElroy
" "03" "16"
" Dr. Mephesto
" "03" "16"
" Dr. Doctor
" "03" "16"
" Mr. Mackey
" "03" "16"
" Ike Broflovski
" "03" "16"
" Radio announcer
" "03" "16"
" Jimbo Kern
" "03" "16"
" Father Maxi
" "03" "16"
" Skeeter
" "03" "16"
" Rod Stewart
" "03" "16"
" Nurse
" "03" "16"
" Agent
" "03" "16"
" Stan Marsh
" "03" "17"
" Kyle Broflovski
" "03" "17"
" Kenny McCormick
" "03" "17"
" Eric Cartman
" "03" "17"
" Mr. Garrison 
" "03" "17"
" Mr. Hat
" "03" "17"
" Mr. Garrison Senior
" "03" "17"
" Mrs. Garrison
" "03" "17"
" Mr. Mackey
" "03" "17"
" Ms. Crabtree
" "03" "17"
" Concert Coordinator
" "03" "17"
" New York Kids
" "03" "17"
" Kenny G
" "03" "17"
" Announcer
" "03" "17"
" News Reporter Rick 
" "03" "17"
" News Reporter Alan
" "03" "17"
" Delivery Man
" "03" "17"
" Arkansas Bar Patrons and Tender
" "03" "17"
" Stan Marsh
" "04" "01"
" Kyle Broflovski
" "04" "01"
" Eric Cartman
" "04" "01"
" Kenny McCormick
" "04" "01"
" Liane Cartman
" "04" "01"
" Gerald Broflovski
" "04" "01"
" Jerome \"Chef\" McElroy
" "04" "01"
" Butters Stotch
" "04" "01"
" Timmy Burch
" "04" "01"
" Loogie and his boys
" "04" "01"
" Kolovski
" "04" "01"
" Dr. Roberts
" "04" "01"
" Other Dentists, including Tom Foley
" "04" "01"
" Rich Kid in Cherry Creek
" "04" "01"
" Beat-Up Boy
" "04" "01"
" Weasel
" "04" "01"
" Field Reporter Dan Akawa
" "04" "01"
" Tom Pusslicker
" "04" "01"
" Billy Circlovich and his parents
" "04" "01"
" Murphy
" "04" "01"
" Stan Marsh
" "04" "02"
" Kyle Broflovski
" "04" "02"
" Eric Cartman
" "04" "02"
" Kenny McCormick
" "04" "02"
" Lizzy
" "04" "02"
" Bebe Stevens
" "04" "02"
" Butters Stotch
" "04" "02"
" Romper Stomper
" "04" "02"
" The FBI
" "04" "02"
" Juvenile prisoners
" "04" "02"
" Token Black
" "04" "02"
" Linda Black
" "04" "02"
" Steve Black
" "04" "02"
" Pip Pirrup
" "04" "02"
" Clyde Donovan
" "04" "02"
" Mr. Mackey
" "04" "02"
" Liane Cartman
" "04" "02"
" FBI Agents Sharp and Keen
" "04" "02"
" Leslie Smith, Trial TV host
" "04" "02"
" Prosecutor and Honorable Judge
" "04" "02"
" Anchor Tom 
" "04" "02"
" Eye in the Sky Greg Nimins
" "04" "02"
" Prison Guards and Warden
" "04" "02"
" Colorado Governor
" "04" "02"
" Colorado Governor's Aide
" "04" "02"
" Stan Marsh
" "04" "03"
" Kyle Broflovski
" "04" "03"
" Eric Cartman
" "04" "03"
" Kenny McCormick
" "04" "03"
" Wendy Testaburger 
" "04" "03"
" Principal Victoria
" "04" "03"
" Mr. Mackey
" "04" "03"
" Clinic Doctor
" "04" "03"
" Chef
" "04" "03"
" Pharmacist
" "04" "03"
" Timmy Burch
" "04" "03"
" Richard Burch
" "04" "03"
" Helen Burch
" "04" "03"
" Lords of the Underworld
 Skyler
 Jonesy
 Mark
" "04" "03"
" Skyler
" "04" "03"
" Jonesy
" "04" "03"
" Mark
" "04" "03"
" Mrs. McCormick
" "04" "03"
" Sharon Marsh
" "04" "03"
" Randy Marsh
" "04" "03"
" Sheila Broflovski
" "04" "03"
" Gerald Broflovski
" "04" "03"
" Liane Cartman
" "04" "03"
" M.C.
" "04" "03"
" Sisters of Mercy Hold No Pain Against the Dark Lord
" "04" "03"
" Charlie Rose
" "04" "03"
" Phil Collins
" "04" "03"
" Christina Aguilera monsters
" "04" "03"
" Kurt Loder, host of MTV News
" "04" "03"
" Dr. Shay
" "04" "03"
" Announcers for MTV and VH1
" "04" "03"
" Terrance and Phillip
" "04" "03"
" Stan Marsh
" "04" "04"
" Kyle Broflovski
" "04" "04"
" Eric Cartman
" "04" "04"
" Kenny McCormick
" "04" "04"
" Randy Marsh
" "04" "04"
" Sharon Marsh 
" "04" "04"
" Grandpa Marvin Marsh
" "04" "04"
" Sheila Broflovski
" "04" "04"
" Gerald Broflovski
" "04" "04"
" Clown in yellow
" "04" "04"
" Romanian officials
" "04" "04"
" Oarsman in vest
" "04" "04"
" The Vladchick Quintuplets
 Glacas
 Nadia
 Natalia
 Baltania
" "04" "04"
" Glacas
" "04" "04"
" Nadia
" "04" "04"
" Natalia
" "04" "04"
" Baltania
" "04" "04"
" Grandmama Vladchick
" "04" "04"
" \"Singing like Bocelli for Dummies\" Narrator
" "04" "04"
" Anchor Tom and Field Reporters
" "04" "04"
" Janet Reno
" "04" "04"
" Mr. Vladchick, the Quints' father
" "04" "04"
" Lead Agent Collins and other agents
" "04" "04"
" Riot Police
" "04" "04"
" Stuart and Mrs. McCormick
" "04" "04"
" Stan Marsh
" "04" "05"
" Kyle Broflovski
" "04" "05"
" Eric Cartman
" "04" "05"
" Kenny McCormick
" "04" "05"
" Butters Stoch
" "04" "05"
" Timmy Burch
" "04" "05"
" Other Boys
" "04" "05"
" Mr. Garrison
" "04" "05"
" Officer Barbrady
" "04" "05"
" Dr. Mephesto
" "04" "05"
" Stuart McCormick
" "04" "05"
" Mrs. McCormick
" "04" "05"
" Members of North American Man-Boy Love Association
" "04" "05"
" Patrick and Mr. Harris
" "04" "05"
" Members of North American Marlon Brando Look Alikes
" "04" "05"
" John Denver Experience Ride Operator
" "04" "05"
" Dr. Doctor
" "04" "05"
" A Nurse
" "04" "05"
" Pharmacist
" "04" "05"
" Token Black
" "04" "05"
" Waiter
" "04" "05"
" Stan Marsh
" "04" "06"
" Kyle Broflovski
" "04" "06"
" Eric Cartman
" "04" "06"
" Kenny McCormick
" "04" "06"
" Butters Stoch
" "04" "06"
" Timmy Burch 
" "04" "06"
" Wendy Testaburger
" "04" "06"
" Mr. Wyland
" "04" "06"
" Mr. Garrison
" "04" "06"
" Dr. Doctor
" "04" "06"
" Liane Cartman
" "04" "06"
" Mrs. Tweak
" "04" "06"
" Miss Information
" "04" "06"
" Carlos Ramirez
" "04" "06"
" Chief Running Pinto
" "04" "06"
" Principal Victoria
" "04" "06"
" South Park School Board Members
" "04" "06"
" Sheila Broflovski
" "04" "06"
" Gerald Broflovski
" "04" "06"
" Mrs. Tucker
" "04" "06"
" Sharon Marsh
" "04" "06"
" A Harequin Romance Publisher
" "04" "06"
" Stan Marsh
" "04" "07"
" Kyle Broflovski
" "04" "07"
" Eric Cartman
" "04" "07"
" Kenny McCormick
" "04" "07"
" Craig Tucker
" "04" "07"
" Chef
" "04" "07"
" Wendy Testaburger
" "04" "07"
" Bebe Stevens 
" "04" "07"
" Butters Stotch
" "04" "07"
" Mr. Garrison
" "04" "07"
" Mayor McDaniels
" "04" "07"
" Jimbo Kern
" "04" "07"
" Ned Gerblansky
" "04" "07"
" Randy Marsh
" "04" "07"
" Mr. Mackey
" "04" "07"
" Mr. Wyland
" "04" "07"
" Channel 4 Field Reporter
" "04" "07"
" The KKK and their leader
" "04" "07"
" Sheila Broflovski
" "04" "07"
" Gerald Broflovski
" "04" "07"
" Officer Barbrady
" "04" "07"
" A Monk
" "04" "07"
" Stan Marsh
" "04" "08"
" Kyle Broflovski
" "04" "08"
" Eric Cartman
" "04" "08"
" Kenny McCormick
" "04" "08"
" Wendy Testaburger
" "04" "08"
" Butters Stotch
" "04" "08"
" Timmy Burch
" "04" "08"
" Randy Marsh
" "04" "08"
" Sharon Marsh
" "04" "08"
" Shelly Marsh
" "04" "08"
" Chef
" "04" "08"
" Mr. Mackey
" "04" "08"
" Liane Cartman
" "04" "08"
" Harried Mall Manager
" "04" "08"
" Veteran Security Guard
" "04" "08"
" Rookie Security Guard
" "04" "08"
" Bebe Stevens and other girls
" "04" "08"
" Mr. Allens
" "04" "08"
" Mall Shoppers
" "04" "08"
" Little Girl
" "04" "08"
" Stan Marsh
" "04" "09"
" Kyle Broflovski
" "04" "09"
" Eric Cartman
" "04" "09"
" Kenny McCormick
" "04" "09"
" Butters Stotch
" "04" "09"
" Timmy Burch
" "04" "09"
" Cantor
" "04" "09"
" Mr. Mackey
" "04" "09"
" Priest Maxi
" "04" "09"
" Satan
" "04" "09"
" Chris
" "04" "09"
" Gerald Broflovski
" "04" "09"
" Sheila Broflovski
" "04" "09"
" Ike Broflovski
" "04" "09"
" Saddam Hussein
" "04" "09"
"Sister Anne
" "04" "09"
" Walter Matthau
" "04" "09"
" Papal Secretary
" "04" "09"
" The Pope
" "04" "09"
" Mrs. Donovan
" "04" "09"
" Girl
" "04" "09"
" Stan Marsh
" "04" "10"
" Kyle Broflovski
" "04" "10"
" Eric Cartman
" "04" "10"
" Kenny McCormick
" "04" "10"
" Butters Stotch
" "04" "10"
" Timmy Burch
" "04" "10"
" Principal Victoria
" "04" "10"
" Liane Cartman
" "04" "10"
" Randy Marsh
" "04" "10"
" Sharon Marsh
" "04" "10"
" Gerald Broflovski
" "04" "10"
" Sheila Broflovski
" "04" "10"
" Sister Anne
" "04" "10"
" Tour Bus Driver
" "04" "10"
" Gas Station Attendant
" "04" "10"
" Heidi Turner (Referred to as Marcy)
" "04" "10"
" Mr. Turner
" "04" "10"
" Mrs. Turner
" "04" "10"
" Hell Director
" "04" "10"
" Various Souls In Hell
" "04" "10"
" Boy wearing glasses
" "04" "10"
" Ugly Girl
" "04" "10"
" Mormons In Heaven
" "04" "10"
" Bebe Stevens 
" "04" "10"
" Rick
" "04" "10"
" Stan Marsh
" "04" "11"
" Kyle Broflovski
" "04" "11"
" Eric Cartman
" "04" "11"
" Kenny McCormick
" "04" "11"
" Butters Stotch
" "04" "11"
" Timmy Burch
" "04" "11"
" Clyde Donovan
" "04" "11"
" Tweek Tweak
" "04" "11"
" Wendy Testaburger
" "04" "11"
" Principal Victoria
" "04" "11"
" Mr. Mackey
" "04" "11"
" Chef
" "04" "11"
" Mr. Garrison
" "04" "11"
" Mr. Garrison's Gay Side
" "04" "11"
" Mrs. Choksondik
" "04" "11"
" Sci-Fi nerds
" "04" "11"
" Anchor Tom and a field reporter
" "04" "11"
" A brunette
" "04" "11"
" Rescuer Hansen and his pilot
" "04" "11"
" Third and Fifth Graders
" "04" "11"
" Stan Marsh
" "04" "12"
" Kyle Broflovski
" "04" "12"
" Eric Cartman
" "04" "12"
" Kenny McCormick
" "04" "12"
" Ms. Crabtree
" "04" "12"
" BSM-471 (Bill Cosby)
" "04" "12"
" Mr. Garrison
" "04" "12"
" Liane Cartman
" "04" "12"
" Rosie O'Donnell
" "04" "12"
" Jesse Jackson
" "04" "12"
" Ike Broflovski
" "04" "12"
" Filmore Anderson
" "04" "12"
" Kindergarteners 
 Jenny
 Sally Bands
 Billy Harris
 Flora
" "04" "12"
" Jenny
" "04" "12"
" Sally Bands
" "04" "12"
" Billy Harris
" "04" "12"
" Flora
" "04" "12"
" Officer Barbrady
" "04" "12"
" Two Cheyenne Mountain security guards
" "04" "12"
" Townsfolk
" "04" "12"
" Stan Marsh (John Keller)
" "04" "13"
" Kyle Broflovski
" "04" "13"
" Ike Broflovski
" "04" "13"
" Eric Cartman
" "04" "13"
" Kenny McCormick
" "04" "13"
" Wendy Testaburger (Mrs. Keller)
" "04" "13"
" Bebe Stevens (Anne Sullivan)
" "04" "13"
" Timmy (Helen Keller)
" "04" "13"
" Butters Stotch
" "04" "13"
" Clyde Donovan
" "04" "13"
" Token Black
" "04" "13"
" Jeffrey Maynard (Timmy's stand-in) 
" "04" "13"
" Lamond
" "04" "13"
" Gobbles 
" "04" "13"
" Alinicia
" "04" "13"
" Gerald Broflovski
" "04" "13"
" Sheila Broflovski
" "04" "13"
" Randy Marsh
" "04" "13"
" Sharon Marsh
" "04" "13"
" Mr. Garrison
" "04" "13"
" Mr. Mackey
" "04" "13"
" Principal Victoria
" "04" "13"
" Jimbo Kern
" "04" "13"
" Ned Gerblansky
" "04" "13"
" Two Waterworks Installers
" "04" "13"
" Rancher
" "04" "13"
" Kevin Stoley
" "04" "13"
" Heidi Turner
" "04" "13"
" Pip Pirrup
" "04" "14"
" Ex-Convict
" "04" "14"
" Joe Gargery
" "04" "14"
" Mrs. Joe Gargery
" "04" "14"
" Miss Havisham
" "04" "14"
" Estella Havisham
" "04" "14"
" Herbert Pocket
" "04" "14"
" Lawyer
" "04" "14"
" Steve
" "04" "14"
" Other male victims
" "04" "14"
" A British Person (Malcolm McDowell)
" "04" "14"
"Stan Marsh
" "04" "15"
"Kyle Broflovski
" "04" "15"
"Kenny McCormick
" "04" "15"
"Eric Cartman
" "04" "15"
"Wendy Testaburger
" "04" "15"
"Bebe Stevens
" "04" "15"
"Butters Stotch
" "04" "15"
"Clyde Donovan
" "04" "15"
"Token Black
" "04" "15"
"Liane Cartman
" "04" "15"
"Ms. Choksondik
" "04" "15"
"Mr. Mackey
" "04" "15"
"Mr. Garrison
" "04" "15"
"Principal Victoria
" "04" "15"
"Fat kids, including Horace Sanders, Chad, and Tony
" "04" "15"
"Camp Counselors Rick and Susan
" "04" "15"
"James Taylor
" "04" "15"
"Howard Stern and Johnny Knoxville
" "04" "15"
"Ms. Crabtree
" "04" "15"
"Dr. Doctor
" "04" "15"
"Druggie/Cartman Impostor/Kenny Impostor
" "04" "15"
" Stan Marsh
" "04" "16"
" Kyle Broflovski
" "04" "16"
" Kenny McCormick
" "04" "16"
" Eric Cartman
" "04" "16"
" Ike Broflovski
" "04" "16"
" Butters Stotch
" "04" "16"
" Craig Tucker
" "04" "16"
" Francis
" "04" "16"
" Fidel Castro
" "04" "16"
" Reporter
" "04" "16"
" Gerald Broflovski
" "04" "16"
" Sheila Broflovski
" "04" "16"
" Jenny
" "04" "16"
" Filmore
" "04" "16"
" Mark Cotner
" "04" "16"
" Linda Cotner
" "04" "16"
" Randy Marsh
" "04" "16"
" Sharon Marsh
" "04" "16"
" Stuart McCormick 
" "04" "16"
" Mrs. McCormick
" "04" "16"
" Scott Evans, Prison Rehabilitation Counselor
" "04" "16"
" Liane Cartman
" "04" "16"
" Stephen Stotch
" "04" "16"
" Jenny's Mother
" "04" "16"
" Stan Marsh
" "04" "17"
" Kyle Broflovski
" "04" "17"
" Kenny McCormick
" "04" "17"
" Eric Cartman
" "04" "17"
" Ike Broflovski
" "04" "17"
" Sheila Broflovski
" "04" "17"
" Gerald Broflovski
" "04" "17"
" Mr. Hankey
" "04" "17"
" Autumn
" "04" "17"
" Cornwallis
" "04" "17"
" Amber
" "04" "17"
" Simon
" "04" "17"
" Red Harris
" "04" "17"
" Mayor McDaniels
" "04" "17"
" Johnson
" "04" "17"
" Charlie Brown
 Lucy
 Linus
 Snoopy
" "04" "17"
" Lucy
" "04" "17"
" Linus
" "04" "17"
" Snoopy
" "04" "17"
" Butters Stotch
" "04" "17"
" Sound Man
" "04" "17"
" Sharon Marsh
" "04" "17"
" Randy Marsh
" "04" "17"
" Grandpa Marvin Marsh
" "04" "17"
" Mr. Mackey
" "04" "17"
" Ms. Choksondik
" "04" "17"
" News Anchor
" "04" "17"
" Various Townfolk
" "04" "17"
"Kyle Broflovski
" "05" "01"
"Kenny McCormick
" "05" "01"
"Stan Marsh
" "05" "01"
"Eric Cartman
" "05" "01"
"Butters Stotch
" "05" "01"
"Timmy Burch
" "05" "01"
"Filmore
" "05" "01"
"Ike Broflovski
" "05" "01"
"Randy Marsh
" "05" "01"
"Sharon Marsh
" "05" "01"
"Gerald Broflovski
" "05" "01"
"Sheila Broflovski
" "05" "01"
"Sam, a colleague
" "05" "01"
"HBC President and his staff
" "05" "01"
"The Knights of the Royal Order of Standards and Practices
" "05" "01"
"The Geldon
" "05" "01"
"Drew Carey and Mimi
" "05" "01"
"Excalibur barker, waitress, and sorcerer
" "05" "01"
"Frank and Mitchell (voices only), two cops on Cop Drama
" "05" "01"
"Chef
" "05" "01"
"Mr. Garrison
" "05" "01"
"Mr. Mackey
" "05" "01"
"Ms. Choksondik
" "05" "01"
"Principal Victoria
" "05" "01"
"Officer Barbrady
" "05" "01"
"Various announcers
" "05" "01"
"Old folks
" "05" "01"
"Rick Watts and Anchorman Tom
" "05" "01"
"Peter and friend
" "05" "01"
"Townsfolk
" "05" "01"
"Librarian
" "05" "01"
"Plane Captain (voice only)
" "05" "01"
"Eric Cartman
" "05" "02"
"Stan Marsh
" "05" "02"
"Kenny McCormick
" "05" "02"
"Butters Stotch
" "05" "02"
"Timmy Burch
" "05" "02"
"Jimmy Valmer
" "05" "02"
"Token Black
" "05" "02"
"Other Scouts
" "05" "02"
"A Girl selling puppies
" "05" "02"
"Randy Marsh
" "05" "02"
"Sharon Marsh
" "05" "02"
"Stuart McCormick
" "05" "02"
"Sheila Broflovski
" "05" "02"
"Big Gay Al
" "05" "02"
"Priest Maxi
" "05" "02"
"Jimbo and Ned
" "05" "02"
"Mr. Grazier
" "05" "02"
"Mountain Scoutmasters
" "05" "02"
"Field Reporter Chris and News Anchor Tom
" "05" "02"
"Steve Black
" "05" "02"
"Skeeter
" "05" "02"
"Marc (Marc Shaiman)
" "05" "02"
"Shoppers and other townsfolk
